name: 15be5c49-5377-4757-a408-8150fac602eb num_items: 20002
token, class_id, token_value, token_tf, token_df
новгородский, @default_class, 7.980466034496203e-05, 223.0, 122.0
1969, @default_class, 0.00016784029139671475, 469.0, 373.0
испания, @default_class, 0.00022187843569554389, 620.0, 397.0
список, @default_class, 0.0005346554680727422, 1494.0, 993.0
сербский, @default_class, 5.260666148387827e-05, 147.0, 67.0
соответствующий, @default_class, 8.588842320023105e-05, 240.0, 208.0
перевести, @default_class, 0.00022903579520061612, 640.0, 507.0
питаться, @default_class, 0.00010843413474503905, 303.0, 215.0
появляться, @default_class, 0.0002816424530465156, 787.0, 523.0
рабочий, @default_class, 0.00043481015018187463, 1215.0, 612.0
цвет, @default_class, 0.0004097593482583761, 1145.0, 605.0
1-й, @default_class, 0.0005174777470529079, 1446.0, 746.0
жук, @default_class, 7.729958451818675e-05, 216.0, 140.0
обитать, @default_class, 8.19518681964837e-05, 229.0, 186.0
года», @default_class, 7.586810534121469e-05, 212.0, 139.0
попытка, @default_class, 0.00026875920593738556, 751.0, 554.0
соперник, @default_class, 8.481481927447021e-05, 237.0, 166.0
вовсе, @default_class, 3.542897684383206e-05, 99.0, 95.0
четвертьфинал, @default_class, 9.805594891076908e-05, 274.0, 95.0
согласиться, @default_class, 7.62259733164683e-05, 213.0, 171.0
строгий, @default_class, 3.0060948120080866e-05, 84.0, 74.0
собирать, @default_class, 7.157368963817134e-05, 200.0, 174.0
учитель, @default_class, 0.00015173621068242937, 424.0, 302.0
предварительный, @default_class, 6.513205880764872e-05, 182.0, 147.0
деятельность, @default_class, 0.0005750946002081037, 1607.0, 993.0
коммерческий, @default_class, 9.626660903450102e-05, 269.0, 213.0
мастерство, @default_class, 4.974371404387057e-05, 139.0, 124.0
дворец, @default_class, 0.00018501798331271857, 517.0, 243.0
усиление, @default_class, 4.902797445538454e-05, 137.0, 108.0
соревнование, @default_class, 0.0004230004851706326, 1182.0, 752.0
исполнение, @default_class, 0.00017929208115674555, 501.0, 376.0
задача, @default_class, 0.000321365863783285, 898.0, 508.0
мирный, @default_class, 9.948742808774114e-05, 278.0, 208.0
алжир, @default_class, 3.256602940382436e-05, 91.0, 76.0
квадратный, @default_class, 2.791373844956979e-05, 78.0, 59.0
этап, @default_class, 0.0002809267316479236, 785.0, 420.0
групповой, @default_class, 4.1154871723847464e-05, 115.0, 93.0
беременность, @default_class, 2.8987342375330627e-05, 81.0, 58.0
лондон, @default_class, 0.00021543679758906364, 602.0, 424.0
последовать, @default_class, 9.376153320772573e-05, 262.0, 237.0
остановиться, @default_class, 3.686044874484651e-05, 103.0, 91.0
62, @default_class, 3.1134553864831105e-05, 87.0, 84.0
контролировать, @default_class, 2.8271606424823403e-05, 79.0, 70.0
направляться, @default_class, 2.505079100956209e-05, 70.0, 57.0
возвращение, @default_class, 0.00019933271687477827, 557.0, 432.0
костюм, @default_class, 4.4017819163855165e-05, 123.0, 72.0
представить, @default_class, 0.00046844978351145983, 1309.0, 931.0
нидерланды, @default_class, 0.00010950773867079988, 306.0, 192.0
суметь, @default_class, 0.0001263275626115501, 353.0, 264.0
специальный, @default_class, 0.0005568432970903814, 1556.0, 801.0
плата, @default_class, 4.8670106480130926e-05, 136.0, 91.0
1911, @default_class, 0.00010628692689351737, 297.0, 215.0
пруд, @default_class, 2.8629474400077015e-05, 80.0, 57.0
вокзал, @default_class, 6.405844760593027e-05, 179.0, 90.0
роль, @default_class, 0.0009071964886970818, 2535.0, 1143.0
туда, @default_class, 7.551023736596107e-05, 211.0, 188.0
вашингтон, @default_class, 5.010158201912418e-05, 140.0, 100.0
чемпион, @default_class, 0.0005282138008624315, 1476.0, 630.0
закон, @default_class, 0.00043445228948257864, 1214.0, 563.0
свердловский, @default_class, 5.296452945913188e-05, 148.0, 55.0
выстрел, @default_class, 5.511173731065355e-05, 154.0, 93.0
девять, @default_class, 9.0182846179232e-05, 252.0, 223.0
смешанный, @default_class, 8.19518681964837e-05, 229.0, 170.0
редакция, @default_class, 0.00010020316403824836, 280.0, 212.0
вновь, @default_class, 0.0004985107225365937, 1393.0, 981.0
поначалу, @default_class, 4.3659947550622746e-05, 122.0, 118.0
сменить, @default_class, 9.984529606299475e-05, 279.0, 255.0
15, @default_class, 0.0006813814979977906, 1904.0, 1490.0
наталья, @default_class, 7.515236939070746e-05, 210.0, 102.0
родный, @default_class, 0.00019074387091677636, 533.0, 426.0
фонд, @default_class, 0.00021328958973754197, 596.0, 321.0
георгий, @default_class, 0.00010807626676978543, 302.0, 209.0
перерыв, @default_class, 6.584779475815594e-05, 184.0, 178.0
20-й, @default_class, 4.22284756496083e-05, 118.0, 97.0
определённый, @default_class, 0.00020792156283278018, 581.0, 433.0
1932, @default_class, 0.00014243164332583547, 398.0, 306.0
волость, @default_class, 0.0004433989815879613, 1239.0, 428.0
асср, @default_class, 9.698234498500824e-05, 271.0, 157.0
xvii, @default_class, 0.0001406422961736098, 393.0, 266.0
двор, @default_class, 0.00043445228948257864, 1214.0, 538.0
охлаждение, @default_class, 2.8987342375330627e-05, 81.0, 50.0
восьмой, @default_class, 7.33630295144394e-05, 205.0, 177.0
техника, @default_class, 0.0001946804259205237, 544.0, 396.0
концертный, @default_class, 7.443663344020024e-05, 208.0, 150.0
гигантский, @default_class, 3.721831672010012e-05, 104.0, 66.0
воспоминание, @default_class, 7.407876546494663e-05, 207.0, 182.0
педагог, @default_class, 5.189092189539224e-05, 145.0, 119.0
лист, @default_class, 0.00025659168022684753, 717.0, 380.0
менее, @default_class, 0.00047775436541996896, 1335.0, 935.0
простой, @default_class, 0.00016676669474691153, 466.0, 374.0
боец, @default_class, 8.266761142294854e-05, 231.0, 141.0
евгений, @default_class, 0.00011093921784777194, 310.0, 210.0
включить, @default_class, 0.00033067044569179416, 924.0, 696.0
провести, @default_class, 0.0008195186965167522, 2290.0, 1353.0
факультет, @default_class, 0.00031420847517438233, 878.0, 518.0
напротив, @default_class, 7.944679236970842e-05, 222.0, 186.0
подразделение, @default_class, 0.00017463979020249099, 488.0, 329.0
режиссёр, @default_class, 0.00033603847259655595, 939.0, 571.0
исследовательский, @default_class, 4.5091423089616e-05, 126.0, 104.0
полезный, @default_class, 3.507110523059964e-05, 98.0, 69.0
применять, @default_class, 6.370057963067666e-05, 178.0, 148.0
справочник, @default_class, 2.2545711544808e-05, 63.0, 51.0
сильный, @default_class, 0.0003786247980315238, 1058.0, 792.0
болезнь, @default_class, 0.00015603064093738794, 436.0, 306.0
алексеевич, @default_class, 3.1134553864831105e-05, 87.0, 68.0
экипаж, @default_class, 0.0002791373699437827, 780.0, 340.0
30, @default_class, 0.000643447448965162, 1798.0, 1336.0
первенство, @default_class, 0.00010306610784027725, 288.0, 200.0
1986, @default_class, 0.00019646977307274938, 549.0, 432.0
служба, @default_class, 0.0005697265733033419, 1592.0, 972.0
отделить, @default_class, 3.9007660234346986e-05, 109.0, 89.0
писательница, @default_class, 3.1134553864831105e-05, 87.0, 62.0
вс, @default_class, 4.0797000110615045e-05, 114.0, 81.0
герб, @default_class, 0.00019790124497376382, 553.0, 181.0
посчитать, @default_class, 2.8271606424823403e-05, 79.0, 66.0
переменный, @default_class, 4.652289499063045e-05, 130.0, 83.0
пространство, @default_class, 0.00013921082427259535, 389.0, 245.0
уничтожение, @default_class, 8.696202712599188e-05, 243.0, 157.0
упоминание, @default_class, 9.483513713348657e-05, 265.0, 233.0
снова, @default_class, 0.00022688858734909445, 634.0, 516.0
цифровой, @default_class, 4.3659947550622746e-05, 122.0, 78.0
38, @default_class, 5.3322397434385493e-05, 149.0, 142.0
план, @default_class, 0.00036502580041997135, 1020.0, 628.0
турнир, @default_class, 0.0009240162908099592, 2582.0, 753.0
парный, @default_class, 0.00010235037188977003, 286.0, 90.0
юридический, @default_class, 0.00013205345021560788, 369.0, 233.0
кузнецов, @default_class, 2.7198000680073164e-05, 76.0, 51.0
иметься, @default_class, 0.00045198784209787846, 1263.0, 973.0
побег, @default_class, 6.155337177915499e-05, 172.0, 90.0
эдвард, @default_class, 4.8312238504877314e-05, 135.0, 90.0
аэропорт, @default_class, 0.0001664088194957003, 465.0, 183.0
мода, @default_class, 3.256602940382436e-05, 91.0, 53.0
распространить, @default_class, 0.00021722614474128932, 607.0, 512.0
производственный, @default_class, 7.980466034496203e-05, 223.0, 145.0
бронзовый, @default_class, 0.0002784216485451907, 778.0, 580.0
партия, @default_class, 0.0008331176941283047, 2328.0, 730.0
татарский, @default_class, 4.974371404387057e-05, 139.0, 82.0
регулярно, @default_class, 8.696202712599188e-05, 243.0, 217.0
студия, @default_class, 0.00020076418877579272, 561.0, 310.0
народный, @default_class, 0.0004487670084927231, 1254.0, 767.0
удаление, @default_class, 3.1134553864831105e-05, 87.0, 67.0
дважды, @default_class, 0.00015352555783465505, 429.0, 358.0
снег, @default_class, 3.185028981533833e-05, 89.0, 72.0
обязательство, @default_class, 2.6840132704819553e-05, 75.0, 55.0
3,5, @default_class, 4.1512739699101076e-05, 116.0, 113.0
появление, @default_class, 0.00016962963854894042, 474.0, 374.0
учебник, @default_class, 3.721831672010012e-05, 104.0, 69.0
виктор, @default_class, 0.00018108142830897123, 506.0, 267.0
100, @default_class, 0.00033174402778968215, 927.0, 726.0
континент, @default_class, 2.2545711544808e-05, 63.0, 53.0
зелёный, @default_class, 0.00015137834998313338, 423.0, 290.0
докторский, @default_class, 4.4017819163855165e-05, 123.0, 109.0
берлин, @default_class, 0.00011237068974878639, 314.0, 239.0
долгий, @default_class, 0.00016318800044246018, 456.0, 412.0
блокада, @default_class, 2.7198000680073164e-05, 76.0, 60.0
ранг, @default_class, 9.519300510874018e-05, 266.0, 160.0
итог, @default_class, 0.0003940131573472172, 1101.0, 822.0
ставропольский, @default_class, 3.435536928009242e-05, 96.0, 56.0
1958, @default_class, 0.00016211440379265696, 453.0, 371.0
либо, @default_class, 0.0003120612818747759, 872.0, 434.0
сыгранный, @default_class, 2.147210580005776e-05, 60.0, 57.0
начальник, @default_class, 0.0003775511868298054, 1055.0, 532.0
товар, @default_class, 9.411940118297935e-05, 263.0, 140.0
подавление, @default_class, 4.437568713910878e-05, 124.0, 96.0
научный, @default_class, 0.0005128254415467381, 1433.0, 670.0
фактор, @default_class, 0.00010736053081927821, 300.0, 195.0
компания, @default_class, 0.001053564716130495, 2944.0, 1117.0
сс, @default_class, 8.087826427072287e-05, 226.0, 53.0
применение, @default_class, 0.0001975433697225526, 552.0, 385.0
подняться, @default_class, 8.123613224597648e-05, 227.0, 175.0
выступить, @default_class, 0.0003074089763686061, 859.0, 623.0
телеканал, @default_class, 7.586810534121469e-05, 212.0, 125.0
красный, @default_class, 0.000591198680922389, 1652.0, 953.0
25, @default_class, 0.0005342975491657853, 1493.0, 1170.0
станция, @default_class, 0.0007311252411454916, 2043.0, 821.0
печь, @default_class, 3.149242184008472e-05, 88.0, 51.0
плоский, @default_class, 3.0060948120080866e-05, 84.0, 69.0
крестьянский, @default_class, 0.00010914987069554627, 305.0, 236.0
трасса, @default_class, 0.00017213472165167332, 481.0, 194.0
студент, @default_class, 0.00016676669474691153, 466.0, 278.0
враг, @default_class, 0.0001689139025984332, 472.0, 291.0
1923, @default_class, 0.00013992656022310257, 391.0, 311.0
руководство, @default_class, 0.0004999422235414386, 1397.0, 963.0
путешествовать, @default_class, 2.8987342375330627e-05, 81.0, 73.0
1779, @default_class, 2.1829973775311373e-05, 61.0, 50.0
1000, @default_class, 8.123613224597648e-05, 227.0, 192.0
преследование, @default_class, 6.727926665917039e-05, 188.0, 132.0
продать, @default_class, 0.0001431473792763427, 400.0, 323.0
выпустить, @default_class, 0.0006216174806468189, 1737.0, 945.0
образование, @default_class, 0.0007393562118522823, 2066.0, 1289.0
академик, @default_class, 0.00011594936950132251, 324.0, 189.0
тяжело, @default_class, 5.833255636389367e-05, 163.0, 141.0
1927, @default_class, 0.00011165495379827917, 312.0, 257.0
правительственный, @default_class, 4.294421160011552e-05, 120.0, 95.0
давление, @default_class, 0.00019324895401950926, 540.0, 251.0
серия, @default_class, 0.0007100109942257404, 1984.0, 876.0
прибыль, @default_class, 6.656353070866317e-05, 186.0, 152.0
развитие, @default_class, 0.0006352164782583714, 1775.0, 940.0
карл, @default_class, 0.00010664479486877099, 298.0, 184.0
врач, @default_class, 0.00013169558951631188, 368.0, 243.0
деревянный, @default_class, 0.0001714189857011661, 479.0, 303.0
1982, @default_class, 0.00016497734759468585, 461.0, 375.0
противник, @default_class, 0.00046057667350396514, 1287.0, 496.0
связать, @default_class, 0.0003177871694788337, 888.0, 745.0
